material_key,material_id,material_name,material_type_code,material_type_name,cas_number,molecular_formula,molecular_weight,inn_name,compendial_name,pharmacopoeia_grade,grade,supplier_name,retest_period_months,storage_requirements,is_active,load_timestamp
406647443489621829,MAT-00546,Material-00546,PACKAGING,Packaging Material,73434-34-0,,,,Material-00546,IN_HOUSE,pharmaceutical,Evonik,24,Store below 30C,True,2026-02-28T06:26:33.566551
1088426595180746990,MAT-00547,Amoxicillin,API,Active Pharmaceutical Ingredient,621468-80-3,P24H15O10,280.5747,Amoxicillin,Amoxicillin,EP,pharmaceutical,Colorcon,48,Store below 30C,True,2026-02-28T06:26:33.566560
606337918425043757,MAT-00548,Material-00548,REFERENCE_STD,Reference Standard,261113-48-4,,,,Material-00548,ACS,pharmaceutical,Roquette,24,Store at 2-8C,True,2026-02-28T06:26:33.566564
920615120215371322,MAT-00549,Material-00549,PACKAGING,Packaging Material,83952-56-6,,,,Material-00549,NF,pharmaceutical,Evonik,48,Store at -20C,True,2026-02-28T06:26:33.566569
1137023740778433433,MAT-00550,Material-00550,PACKAGING,Packaging Material,529887-88-6,,,,Material-00550,EP,pharmaceutical,Aurobindo,48,Store below 25C,True,2026-02-28T06:26:33.566576
828501456938247206,MAT-00551,Material-00551,PACKAGING,Packaging Material,448208-20-4,,,,Material-00551,ACS,pharmaceutical,Gattefosse,24,Protect from light,True,2026-02-28T06:26:33.566581
12013834813941750,MAT-00552,Material-00552,RAW_MATERIAL,Raw Material,184284-42-6,,,,Material-00552,NF,pharmaceutical,Ashland,48,Store at 2-8C,True,2026-02-28T06:26:33.566585
977625289298593304,MAT-00553,Material-00553,PACKAGING,Packaging Material,589498-87-7,,,,Material-00553,USP,pharmaceutical,Shin-Etsu,24,Store in dry place,True,2026-02-28T06:26:33.566592
535508497333470127,MAT-00554,Material-00554,PACKAGING,Packaging Material,205272-29-3,,,,Material-00554,USP,pharmaceutical,Sigma-Aldrich,60,Store in dry place,True,2026-02-28T06:26:33.566597
147500699994130219,MAT-00555,Material-00555,RAW_MATERIAL,Raw Material,392487-72-6,,,,Material-00555,NF,pharmaceutical,DFE Pharma,36,Store at -20C,True,2026-02-28T06:26:33.566601
714444315109862775,MAT-00556,Material-00556,PACKAGING,Packaging Material,322813-92-9,,,,Material-00556,USP,pharmaceutical,DFE Pharma,12,Store below 25C,True,2026-02-28T06:26:33.566606
302481569062433750,MAT-00557,Material-00557,PACKAGING,Packaging Material,977458-82-2,,,,Material-00557,EP,pharmaceutical,Dr. Reddy's,48,Store at 2-8C,True,2026-02-28T06:26:33.566613
729920546999541875,MAT-00558,Material-00558,RAW_MATERIAL,Raw Material,365561-75-7,,,,Material-00558,IN_HOUSE,pharmaceutical,Teva API,36,Store in dry place,True,2026-02-28T06:26:33.566618
1068767603549033363,MAT-00559,Insulin Glargine,API,Active Pharmaceutical Ingredient,404101-64-3,Br12C21Cl23,844.0682,Insulin Glargine,Insulin Glargine,IN_HOUSE,pharmaceutical,Merck KGaA,24,Store at 2-8C,True,2026-02-28T06:26:33.566627
537269683522631171,MAT-00560,Material-00560,REFERENCE_STD,Reference Standard,477645-97-2,,,,Material-00560,JP,pharmaceutical,Colorcon,60,Protect from light,True,2026-02-28T06:26:33.566634
113962409460547849,MAT-00561,Material-00561,RAW_MATERIAL,Raw Material,882443-30-0,,,,Material-00561,USP,pharmaceutical,Dr. Reddy's,12,Store in dry place,True,2026-02-28T06:26:33.566639
867592135551537256,MAT-00562,Material-00562,RAW_MATERIAL,Raw Material,961471-59-6,,,,Material-00562,IN_HOUSE,pharmaceutical,Croda,12,Protect from light,True,2026-02-28T06:26:33.566645
1125667803885855444,MAT-00563,Material-00563,EXCIPIENT,Excipient,918609-64-2,,,,Material-00563,NF,pharmaceutical,Ashland,36,Protect from light,True,2026-02-28T06:26:33.566650
166060162339807689,MAT-00564,Material-00564,REFERENCE_STD,Reference Standard,690522-58-9,,,,Material-00564,JP,pharmaceutical,Teva API,48,Store in dry place,True,2026-02-28T06:26:33.566655
817724275915836572,MAT-00565,Losartan,API,Active Pharmaceutical Ingredient,667133-83-5,S13O23F10,107.0623,Losartan,Losartan,EP,pharmaceutical,Aurobindo,48,Store below 25C,True,2026-02-28T06:26:33.566665
720385585203503666,MAT-00566,Amlodipine,API,Active Pharmaceutical Ingredient,811379-99-6,S6Cl23H5Br7N16,300.1828,Amlodipine,Amlodipine,USP,pharmaceutical,Roquette,60,Store below 30C,True,2026-02-28T06:26:33.566675
802698137468104374,MAT-00567,Material-00567,EXCIPIENT,Excipient,210751-17-2,,,,Material-00567,EP,pharmaceutical,Ashland,48,Store at -20C,True,2026-02-28T06:26:33.566680
398569544264249548,MAT-00568,Material-00568,RAW_MATERIAL,Raw Material,957369-89-1,,,,Material-00568,IN_HOUSE,pharmaceutical,Evonik,12,Store at 2-8C,True,2026-02-28T06:26:33.566685
41061310252734124,MAT-00569,Telmisartan,API,Active Pharmaceutical Ingredient,130788-45-1,C22O25Br4Cl,167.1621,Telmisartan,Telmisartan,USP,pharmaceutical,Merck KGaA,60,Store below 25C,True,2026-02-28T06:26:33.566700
814274324554090922,MAT-00570,Hydrochlorothiazide,API,Active Pharmaceutical Ingredient,547757-10-6,Br20P14Cl11N12,850.046,Hydrochlorothiazide,Hydrochlorothiazide,JP,pharmaceutical,Shin-Etsu,24,Store at 2-8C,True,2026-02-28T06:26:33.566713
435857564429467845,MAT-00571,Material-00571,RAW_MATERIAL,Raw Material,417877-58-9,,,,Material-00571,USP,pharmaceutical,Shin-Etsu,36,Store below 25C,True,2026-02-28T06:26:33.566722
477509884046828416,MAT-00572,Dapagliflozin,API,Active Pharmaceutical Ingredient,912878-99-6,C17H9Cl23,926.5837,Dapagliflozin,Dapagliflozin,EP,pharmaceutical,Shin-Etsu,48,Protect from light,True,2026-02-28T06:26:33.566734
803372012697696167,MAT-00573,Material-00573,RAW_MATERIAL,Raw Material,690931-70-8,,,,Material-00573,NF,pharmaceutical,Merck KGaA,24,Store below 25C,True,2026-02-28T06:26:33.566739
1012811167412251347,MAT-00574,Material-00574,RAW_MATERIAL,Raw Material,987743-51-0,,,,Material-00574,IN_HOUSE,pharmaceutical,Shin-Etsu,12,Store in dry place,True,2026-02-28T06:26:33.566744
621417584943841849,MAT-00575,Material-00575,INTERMEDIATE,Intermediate,710910-66-3,,,,Material-00575,ACS,pharmaceutical,Roquette,48,Store in dry place,True,2026-02-28T06:26:33.566749
651892906526606063,MAT-00576,Material-00576,REFERENCE_STD,Reference Standard,832577-20-5,,,,Material-00576,NF,pharmaceutical,MSN Labs,48,Store in dry place,True,2026-02-28T06:26:33.566754
876123288416675207,MAT-00577,Material-00577,RAW_MATERIAL,Raw Material,949223-22-6,,,,Material-00577,JP,pharmaceutical,Croda,24,Store in dry place,True,2026-02-28T06:26:33.566759
835565491563444564,MAT-00578,Material-00578,EXCIPIENT,Excipient,912162-76-9,,,,Material-00578,IN_HOUSE,pharmaceutical,Gattefosse,12,Store below 30C,True,2026-02-28T06:26:33.566763
111919780806617523,MAT-00579,Material-00579,PACKAGING,Packaging Material,835577-21-4,,,,Material-00579,IN_HOUSE,pharmaceutical,Gattefosse,48,Store below 30C,True,2026-02-28T06:26:33.566768
815701221470096361,MAT-00580,Material-00580,PACKAGING,Packaging Material,121347-71-8,,,,Material-00580,EP,pharmaceutical,Colorcon,24,Store below 30C,True,2026-02-28T06:26:33.566776
205707720565500220,MAT-00581,Material-00581,RAW_MATERIAL,Raw Material,733957-21-1,,,,Material-00581,NF,pharmaceutical,Teva API,12,Store below 30C,True,2026-02-28T06:26:33.566781
560622423693613338,MAT-00582,Material-00582,INTERMEDIATE,Intermediate,946545-59-4,,,,Material-00582,EP,pharmaceutical,Teva API,36,Store in dry place,True,2026-02-28T06:26:33.566785
505049961131757281,MAT-00583,Material-00583,PACKAGING,Packaging Material,997774-95-1,,,,Material-00583,IN_HOUSE,pharmaceutical,Evonik,60,Store in dry place,True,2026-02-28T06:26:33.566790
282771698113207580,MAT-00584,Material-00584,RAW_MATERIAL,Raw Material,515906-21-5,,,,Material-00584,EP,pharmaceutical,MSN Labs,60,Protect from light,True,2026-02-28T06:26:33.566797
952454004594017611,MAT-00585,Insulin Glargine,API,Active Pharmaceutical Ingredient,359948-58-6,O3P4N3C11Cl24,751.4205,Insulin Glargine,Insulin Glargine,EP,pharmaceutical,Teva API,12,Protect from light,True,2026-02-28T06:26:33.566808
840136036308991773,MAT-00586,Material-00586,INTERMEDIATE,Intermediate,133656-50-6,,,,Material-00586,ACS,pharmaceutical,Teva API,12,Store at 2-8C,True,2026-02-28T06:26:33.566812
470974575415955587,MAT-00587,Trastuzumab,API,Active Pharmaceutical Ingredient,561670-34-6,F17P22Cl20Br19H8,217.2445,Trastuzumab,Trastuzumab,USP,pharmaceutical,Gattefosse,48,Store at 2-8C,True,2026-02-28T06:26:33.566823
225565904959970415,MAT-00588,Material-00588,EXCIPIENT,Excipient,855843-47-3,,,,Material-00588,NF,pharmaceutical,Merck KGaA,48,Store below 30C,True,2026-02-28T06:26:33.566828
851337219096214009,MAT-00589,Material-00589,REFERENCE_STD,Reference Standard,297208-28-0,,,,Material-00589,ACS,pharmaceutical,Shin-Etsu,36,Protect from light,True,2026-02-28T06:26:33.566832
712421862838883319,MAT-00590,Material-00590,RAW_MATERIAL,Raw Material,129511-45-9,,,,Material-00590,NF,pharmaceutical,Merck KGaA,24,Store at -20C,True,2026-02-28T06:26:33.566840
318805863424787258,MAT-00591,Material-00591,INTERMEDIATE,Intermediate,738394-58-0,,,,Material-00591,JP,pharmaceutical,Evonik,24,Store in dry place,True,2026-02-28T06:26:33.566844
123087233989120731,MAT-00592,Material-00592,EXCIPIENT,Excipient,734480-16-2,,,,Material-00592,NF,pharmaceutical,Teva API,48,Store at 2-8C,True,2026-02-28T06:26:33.566849
530308399610158112,MAT-00593,Material-00593,RAW_MATERIAL,Raw Material,956745-30-0,,,,Material-00593,ACS,pharmaceutical,DFE Pharma,36,Store at -20C,True,2026-02-28T06:26:33.566854
723823336645500415,MAT-00594,Material-00594,RAW_MATERIAL,Raw Material,496468-54-6,,,,Material-00594,NF,pharmaceutical,BASF,60,Store in dry place,True,2026-02-28T06:26:33.566858
986671212609380588,MAT-00595,Material-00595,INTERMEDIATE,Intermediate,296130-99-3,,,,Material-00595,IN_HOUSE,pharmaceutical,Aurobindo,60,Store at -20C,True,2026-02-28T06:26:33.566863
866294403569352154,MAT-00596,Lisinopril,API,Active Pharmaceutical Ingredient,339178-84-0,Br15N23S16H10,1086.9399,Lisinopril,Lisinopril,EP,pharmaceutical,Colorcon,24,Store in dry place,True,2026-02-28T06:26:33.566873
1015218121902725668,MAT-00597,Material-00597,RAW_MATERIAL,Raw Material,9626-56-9,,,,Material-00597,USP,pharmaceutical,Merck KGaA,24,Store at -20C,True,2026-02-28T06:26:33.566878
711045734591035092,MAT-00598,Material-00598,PACKAGING,Packaging Material,712499-31-0,,,,Material-00598,USP,pharmaceutical,Shin-Etsu,48,Store below 30C,True,2026-02-28T06:26:33.566883
393964088811488869,MAT-00599,Levothyroxine,API,Active Pharmaceutical Ingredient,540522-93-5,N8Cl13H16C10F23,755.771,Levothyroxine,Levothyroxine,EP,pharmaceutical,Merck KGaA,48,Store in dry place,True,2026-02-28T06:26:33.566893
578984979597963703,MAT-00600,Material-00600,RAW_MATERIAL,Raw Material,690557-21-7,,,,Material-00600,IN_HOUSE,pharmaceutical,DFE Pharma,36,Store in dry place,True,2026-02-28T06:26:33.566900
